nr,X,Y,H,czas
tAuto63180,5545102.332,7421992.273,239.6963,05/26/2010 13:46:08
tAuto63181,5545102.301,7421992.273,239.6948,05/26/2010 13:46:09
tAuto63182,5545102.332,7421992.273,239.6981,05/26/2010 13:46:10
tAuto63183,5545102.301,7421992.273,239.697,05/26/2010 13:46:11
tAuto63184,5545102.332,7421992.293,239.7001,05/26/2010 13:46:12
tAuto63185,5545102.393,7421992.354,239.6953,05/26/2010 13:46:13
tAuto63186,5545102.454,7421992.374,239.7028,05/26/2010 13:46:14
tAuto63187,5545102.516,7421992.375,239.7021,05/26/2010 13:46:15
tAuto63188,5545102.516,7421992.395,239.7019,05/26/2010 13:46:16
tAuto63189,5545102.547,7421992.356,239.7042,05/26/2010 13:46:17
tAuto63190,5545102.578,7421992.356,239.701,05/26/2010 13:46:18
tAuto63191,5545102.609,7421992.357,239.7019,05/26/2010 13:46:19
tAuto63192,5545102.609,7421992.377,239.6969,05/26/2010 13:46:20
tAuto63193,5545102.609,7421992.377,239.6992,05/26/2010 13:46:21
tAuto63194,5545102.547,7421992.396,239.6951,05/26/2010 13:46:22
tAuto63195,5545102.485,7421992.415,239.6973,05/26/2010 13:46:23
tAuto63196,5545102.423,7421992.434,239.6897,05/26/2010 13:46:24
tAuto63197,5545102.391,7421992.453,239.6922,05/26/2010 13:46:25
tAuto63198,5545102.36,7421992.472,239.6944,05/26/2010 13:46:26
tAuto63199,5545102.36,7421992.472,239.6952,05/26/2010 13:46:27
tAuto63200,5545102.36,7421992.472,239.6955,05/26/2010 13:46:28
tAuto63201,5545102.391,7421992.493,239.6929,05/26/2010 13:46:29
tAuto63202,5545102.391,7421992.493,239.6842,05/26/2010 13:46:30
tAuto63203,5545102.36,7421992.492,239.6874,05/26/2010 13:46:31
tAuto63204,5545102.36,7421992.492,239.6878,05/26/2010 13:46:32
tAuto63205,5545102.329,7421992.472,239.6914,05/26/2010 13:46:33
tAuto63206,5545102.329,7421992.492,239.6987,05/26/2010 13:46:34
tAuto63207,5545102.329,7421992.492,239.6906,05/26/2010 13:46:35
tAuto63208,5545102.329,7421992.492,239.6824,05/26/2010 13:46:36
tAuto63209,5545102.329,7421992.492,239.6886,05/26/2010 13:46:37
tAuto63210,5545102.329,7421992.492,239.6947,05/26/2010 13:46:38
tAuto63211,5545102.36,7421992.492,239.6992,05/26/2010 13:46:39
tAuto63212,5545102.36,7421992.492,239.6904,05/26/2010 13:46:40
tAuto63213,5545102.391,7421992.493,239.6863,05/26/2010 13:46:41
tAuto63214,5545102.391,7421992.493,239.6857,05/26/2010 13:46:42
tAuto63215,5545102.391,7421992.493,239.6816,05/26/2010 13:46:43
tAuto63216,5545102.36,7421992.492,239.6917,05/26/2010 13:46:44
tAuto63217,5545102.36,7421992.492,239.7019,05/26/2010 13:46:45
tAuto63218,5545102.329,7421992.512,239.7023,05/26/2010 13:46:46
tAuto63219,5545102.391,7421992.493,239.7018,05/26/2010 13:46:47
tAuto63220,5545102.36,7421992.492,239.7055,05/26/2010 13:46:48
tAuto63221,5545102.36,7421992.492,239.697,05/26/2010 13:46:49
tAuto63222,5545102.329,7421992.492,239.6889,05/26/2010 13:46:50
tAuto63223,5545102.267,7421992.471,239.687,05/26/2010 13:46:51
tAuto63224,5545102.298,7421992.511,239.6944,05/26/2010 13:46:52
tAuto63225,5545102.297,7421992.551,239.7006,05/26/2010 13:46:53
tAuto63226,5545102.45,7421992.653,239.6864,05/26/2010 13:46:54
tAuto63227,5545102.665,7421992.756,239.6921,05/26/2010 13:46:55
tAuto63228,5545102.664,7421992.795,239.6911,05/26/2010 13:46:56
tAuto63229,5545102.602,7421992.814,239.6866,05/26/2010 13:46:57
tAuto63230,5545102.48,7421992.733,239.691,05/26/2010 13:46:58
tAuto63231,5545102.328,7421992.591,239.6872,05/26/2010 13:46:59
tAuto63232,5545102.237,7421992.451,239.6702,05/26/2010 13:47:00
tAuto63233,5545102.116,7421992.29,239.6886,05/26/2010 13:47:01
tAuto63234,5545102.056,7421992.17,239.6826,05/26/2010 13:47:02
tAuto63235,5545102.148,7421992.191,239.6794,05/26/2010 13:47:03
tAuto63236,5545102.302,7421992.253,239.6806,05/26/2010 13:47:04
tAuto63237,5545102.424,7421992.334,239.6669,05/26/2010 13:47:05
tAuto63238,5545102.547,7421992.356,239.6694,05/26/2010 13:47:06
tAuto63239,5545102.64,7421992.337,239.6749,05/26/2010 13:47:07
tAuto63240,5545102.702,7421992.338,239.6647,05/26/2010 13:47:08
tAuto63241,5545102.733,7421992.319,239.6766,05/26/2010 13:47:09
tAuto63242,5545102.764,7421992.299,239.6729,05/26/2010 13:47:10
tAuto63243,5545102.826,7421992.3,239.6706,05/26/2010 13:47:11
tAuto63244,5545102.857,7421992.281,239.6825,05/26/2010 13:47:12
tAuto63245,5545102.888,7421992.281,239.6846,05/26/2010 13:47:13
tAuto63246,5545102.889,7421992.261,239.6783,05/26/2010 13:47:14
tAuto63247,5545102.858,7421992.261,239.6798,05/26/2010 13:47:15
tAuto63248,5545102.827,7421992.26,239.6785,05/26/2010 13:47:16
tAuto63249,5545102.765,7421992.259,239.6875,05/26/2010 13:47:17
tAuto63250,5545102.765,7421992.279,239.6914,05/26/2010 13:47:18
tAuto63251,5545102.765,7421992.259,239.6893,05/26/2010 13:47:19
tAuto63252,5545102.765,7421992.279,239.6863,05/26/2010 13:47:20
tAuto63253,5545102.765,7421992.279,239.6927,05/26/2010 13:47:21
tAuto63254,5545102.765,7421992.279,239.6966,05/26/2010 13:47:22
tAuto63255,5545102.796,7421992.28,239.6941,05/26/2010 13:47:23
tAuto63256,5545102.827,7421992.26,239.6946,05/26/2010 13:47:24
tAuto63257,5545102.858,7421992.241,239.6952,05/26/2010 13:47:25
tAuto63258,5545102.889,7421992.202,239.6751,05/26/2010 13:47:26
tAuto63259,5545102.89,7421992.162,239.6862,05/26/2010 13:47:27
tAuto63260,5545102.89,7421992.162,239.6955,05/26/2010 13:47:28
tAuto63261,5545102.921,7421992.162,239.6843,05/26/2010 13:47:29
tAuto63262,5545102.951,7421992.183,239.6785,05/26/2010 13:47:30
tAuto63263,5545102.889,7421992.221,239.7099,05/26/2010 13:47:31
tAuto63264,5545102.888,7421992.301,239.7143,05/26/2010 13:47:32
tAuto63265,5545102.918,7421992.381,239.7115,05/26/2010 13:47:33
tAuto63266,5545102.947,7421992.481,239.7162,05/26/2010 13:47:34
tAuto63267,5545103.008,7421992.562,239.7138,05/26/2010 13:47:35
tAuto63268,5545103.038,7421992.622,239.716,05/26/2010 13:47:36
tAuto63269,5545103.008,7421992.522,239.7015,05/26/2010 13:47:37
tAuto63270,5545103.043,7421992.244,239.6945,05/26/2010 13:47:38
tAuto63271,5545103.109,7421992.006,239.6748,05/26/2010 13:47:39
tAuto63272,5545103.109,7421991.946,239.6869,05/26/2010 13:47:40
tAuto63273,5545103.078,7421991.985,239.6891,05/26/2010 13:47:41
tAuto63274,5545103.046,7421992.045,239.6953,05/26/2010 13:47:42
tAuto63275,5545103.014,7421992.104,239.6883,05/26/2010 13:47:43
tAuto63276,5545102.983,7421992.143,239.7062,05/26/2010 13:47:44
tAuto63277,5545102.982,7421992.183,239.7085,05/26/2010 13:47:45
tAuto63278,5545102.951,7421992.202,239.6961,05/26/2010 13:47:46
tAuto63279,5545102.951,7421992.202,239.7081,05/26/2010 13:47:47
tAuto63280,5545102.951,7421992.222,239.71,05/26/2010 13:47:48
tAuto63281,5545102.951,7421992.222,239.7103,05/26/2010 13:47:49
tAuto63282,5545102.951,7421992.242,239.7106,05/26/2010 13:47:50
tAuto63283,5545102.95,7421992.262,239.7063,05/26/2010 13:47:51
tAuto63284,5545102.95,7421992.262,239.6992,05/26/2010 13:47:52
tAuto63285,5545102.95,7421992.282,239.7038,05/26/2010 13:47:53
tAuto63286,5545102.95,7421992.282,239.6935,05/26/2010 13:47:54
tAuto63287,5545102.95,7421992.302,239.6995,05/26/2010 13:47:55
tAuto63288,5545102.949,7421992.322,239.7016,05/26/2010 13:47:56
tAuto63289,5545102.949,7421992.322,239.7001,05/26/2010 13:47:57
tAuto63290,5545102.919,7421992.321,239.696,05/26/2010 13:47:58
tAuto63291,5545102.918,7421992.341,239.6977,05/26/2010 13:47:59
tAuto63292,5545102.918,7421992.341,239.7073,05/26/2010 13:48:00
tAuto63293,5545102.918,7421992.361,239.7028,05/26/2010 13:48:01
tAuto63294,5545102.918,7421992.361,239.7024,05/26/2010 13:48:02
tAuto63295,5545102.918,7421992.341,239.7032,05/26/2010 13:48:03
tAuto63296,5545102.949,7421992.342,239.6952,05/26/2010 13:48:04
tAuto63297,5545102.98,7421992.362,239.6951,05/26/2010 13:48:05
tAuto63298,5545102.98,7421992.362,239.6962,05/26/2010 13:48:06
tAuto63299,5545102.98,7421992.342,239.6916,05/26/2010 13:48:07
tAuto63300,5545103.011,7421992.363,239.6946,05/26/2010 13:48:08
tAuto63301,5545103.042,7421992.363,239.694,05/26/2010 13:48:09
tAuto63302,5545103.102,7421992.424,239.6999,05/26/2010 13:48:10
tAuto63303,5545103.163,7421992.484,239.6965,05/26/2010 13:48:11
tAuto63304,5545103.195,7421992.465,239.6906,05/26/2010 13:48:12
tAuto63305,5545103.225,7421992.465,239.6825,05/26/2010 13:48:13
tAuto63306,5545103.287,7421992.466,239.6858,05/26/2010 13:48:14
tAuto63307,5545103.287,7421992.466,239.6907,05/26/2010 13:48:15
tAuto63308,5545103.288,7421992.446,239.6829,05/26/2010 13:48:16
tAuto63309,5545103.288,7421992.446,239.6842,05/26/2010 13:48:17
tAuto63310,5545103.257,7421992.446,239.6905,05/26/2010 13:48:18
tAuto63311,5545103.226,7421992.445,239.6898,05/26/2010 13:48:19
tAuto63312,5545103.195,7421992.445,239.6888,05/26/2010 13:48:20
tAuto63313,5545103.164,7421992.424,239.6916,05/26/2010 13:48:21
tAuto63314,5545103.134,7421992.404,239.6967,05/26/2010 13:48:22
tAuto63315,5545103.103,7421992.404,239.7038,05/26/2010 13:48:23
tAuto63316,5545103.072,7421992.423,239.6929,05/26/2010 13:48:24
tAuto63317,5545103.072,7421992.423,239.693,05/26/2010 13:48:25
tAuto63318,5545103.134,7421992.384,239.6969,05/26/2010 13:48:26
tAuto63319,5545103.168,7421992.146,239.6972,05/26/2010 13:48:27
tAuto63320,5545103.204,7421991.788,239.6839,05/26/2010 13:48:28
tAuto63321,5545103.334,7421991.352,239.673,05/26/2010 13:48:29
tAuto63322,5545103.465,7421990.857,239.6864,05/26/2010 13:48:30
tAuto63323,5545103.628,7421990.262,239.6798,05/26/2010 13:48:31
tAuto63324,5545103.853,7421989.688,239.6857,05/26/2010 13:48:32
tAuto63325,5545104.17,7421989.115,239.6715,05/26/2010 13:48:33
tAuto63326,5545104.456,7421988.602,239.6848,05/26/2010 13:48:34
tAuto63327,5545104.803,7421988.13,239.6762,05/26/2010 13:48:35
tAuto63328,5545105.117,7421987.736,239.6813,05/26/2010 13:48:36
tAuto63329,5545105.462,7421987.403,239.6799,05/26/2010 13:48:37
tAuto63330,5545105.805,7421987.209,239.6819,05/26/2010 13:48:38
tAuto63331,5545106.084,7421987.113,239.6911,05/26/2010 13:48:39
tAuto63332,5545106.301,7421987.116,239.6912,05/26/2010 13:48:40
tAuto63333,5545106.36,7421987.257,239.6774,05/26/2010 13:48:41
tAuto63334,5545106.328,7421987.376,239.6914,05/26/2010 13:48:42
tAuto63335,5545106.203,7421987.433,239.6789,05/26/2010 13:48:43
tAuto63336,5545106.019,7421987.371,239.6746,05/26/2010 13:48:44
tAuto63337,5545105.899,7421987.131,239.6884,05/26/2010 13:48:45
tAuto63338,5545105.75,7421986.75,239.6862,05/26/2010 13:48:46
tAuto63339,5545105.696,7421986.232,239.6978,05/26/2010 13:48:47
tAuto63340,5545105.581,7421985.593,239.6816,05/26/2010 13:48:48
tAuto63341,5545105.437,7421984.895,239.6979,05/26/2010 13:48:49
tAuto63342,5545105.139,7421984.154,239.6768,05/26/2010 13:48:50
tAuto63343,5545104.779,7421983.412,239.697,05/26/2010 13:48:51
tAuto63344,5545104.358,7421982.57,239.682,05/26/2010 13:48:52
tAuto63345,5545103.812,7421981.886,239.6756,05/26/2010 13:48:53
tAuto63346,5545103.172,7421981.259,239.6828,05/26/2010 13:48:54
tAuto63347,5545102.469,7421980.752,239.6911,05/26/2010 13:48:55
tAuto63348,5545101.765,7421980.304,239.6945,05/26/2010 13:48:56
tAuto63349,5545101.03,7421979.815,239.6878,05/26/2010 13:48:57
tAuto63350,5545100.326,7421979.407,239.691,05/26/2010 13:48:58
tAuto63351,5545099.526,7421979.117,239.6872,05/26/2010 13:48:59
tAuto63352,5545098.759,7421978.747,239.6863,05/26/2010 13:49:00
tAuto63353,5545097.929,7421978.496,239.6796,05/26/2010 13:49:01
tAuto63354,5545097.13,7421978.146,239.6921,05/26/2010 13:49:02
tAuto63355,5545096.269,7421977.875,239.6844,05/26/2010 13:49:03
tAuto63356,5545095.44,7421977.505,239.6813,05/26/2010 13:49:04
tAuto63357,5545094.549,7421977.173,239.6836,05/26/2010 13:49:05
tAuto63358,5545093.628,7421976.782,239.6556,05/26/2010 13:49:06
tAuto63359,5545092.674,7421976.469,239.6967,05/26/2010 13:49:07
tAuto63360,5545091.722,7421976.077,239.6756,05/26/2010 13:49:08
tAuto63361,5545090.8,7421975.745,239.6932,05/26/2010 13:49:09
tAuto63362,5545089.878,7421975.413,239.6775,05/26/2010 13:49:10
tAuto63363,5545088.925,7421975.081,239.6868,05/26/2010 13:49:11
tAuto63364,5545088.002,7421974.769,239.6889,05/26/2010 13:49:12
tAuto63365,5545087.047,7421974.616,239.6838,05/26/2010 13:49:13
tAuto63366,5545086.091,7421974.443,239.6826,05/26/2010 13:49:14
tAuto63367,5545085.105,7421974.249,239.6869,05/26/2010 13:49:15
tAuto63368,5545084.119,7421974.076,239.689,05/26/2010 13:49:16
tAuto63369,5545083.165,7421973.783,239.6942,05/26/2010 13:49:17
tAuto63370,5545082.212,7421973.491,239.6972,05/26/2010 13:49:18
tAuto63371,5545081.29,7421973.119,239.6969,05/26/2010 13:49:19
tAuto63372,5545080.431,7421972.708,239.6931,05/26/2010 13:49:20
tAuto63373,5545079.727,7421972.22,239.6909,05/26/2010 13:49:21
tAuto63374,5545079.117,7421971.714,239.6975,05/26/2010 13:49:22
tAuto63375,5545078.755,7421971.092,239.692,05/26/2010 13:49:23
tAuto63376,5545078.393,7421970.47,239.6981,05/26/2010 13:49:24
tAuto63377,5545078.188,7421969.71,239.7026,05/26/2010 13:49:25
tAuto63378,5545077.828,7421968.969,239.694,05/26/2010 13:49:26
tAuto63379,5545077.655,7421968.13,239.6784,05/26/2010 13:49:27
tAuto63380,5545077.327,7421967.309,239.6907,05/26/2010 13:49:28
tAuto63381,5545077.185,7421966.412,239.6754,05/26/2010 13:49:29
tAuto63382,5545076.982,7421965.533,239.6997,05/26/2010 13:49:30
tAuto63383,5545076.902,7421964.616,239.6743,05/26/2010 13:49:31
tAuto63384,5545076.823,7421963.74,239.6961,05/26/2010 13:49:32
tAuto63385,5545076.836,7421962.784,239.6746,05/26/2010 13:49:33
tAuto63386,5545076.88,7421961.889,239.6929,05/26/2010 13:49:34
tAuto63387,5545076.956,7421960.935,239.6816,05/26/2010 13:49:35
tAuto63388,5545077.000,7421960.04,239.6939,05/26/2010 13:49:36
tAuto63389,5545077.045,7421959.046,239.6744,05/26/2010 13:49:37
tAuto63390,5545077.059,7421958.131,239.696,05/26/2010 13:49:38
tAuto63391,5545077.043,7421957.095,239.676,05/26/2010 13:49:39
tAuto63392,5545076.933,7421956.138,239.6903,05/26/2010 13:49:40
tAuto63393,5545076.887,7421955.083,239.6858,05/26/2010 13:49:41
tAuto63394,5545076.685,7421954.085,239.6848,05/26/2010 13:49:42
tAuto63395,5545076.639,7421952.99,239.6883,05/26/2010 13:49:43
tAuto63396,5545076.469,7421951.952,239.6976,05/26/2010 13:49:44
tAuto63397,5545076.361,7421950.856,239.6969,05/26/2010 13:49:45
tAuto63398,5545076.129,7421949.838,239.6871,05/26/2010 13:49:46
tAuto63399,5545075.928,7421948.82,239.6828,05/26/2010 13:49:47
tAuto63400,5545075.602,7421947.84,239.68,05/26/2010 13:49:48
tAuto63401,5545075.368,7421946.901,239.6921,05/26/2010 13:49:49
tAuto63402,5545075.104,7421945.962,239.6874,05/26/2010 13:49:50
tAuto63403,5545074.87,7421945.063,239.6915,05/26/2010 13:49:51
tAuto63404,5545074.666,7421944.184,239.6852,05/26/2010 13:49:52
tAuto63405,5545074.431,7421943.364,239.6922,05/26/2010 13:49:53
tAuto63406,5545074.227,7421942.565,239.6934,05/26/2010 13:49:54
tAuto63407,5545074.052,7421941.807,239.6953,05/26/2010 13:49:55
tAuto63408,5545073.908,7421941.068,239.691,05/26/2010 13:49:56
tAuto63409,5545073.703,7421940.349,239.6861,05/26/2010 13:49:57
tAuto63410,5545073.497,7421939.649,239.6933,05/26/2010 13:49:58
tAuto63411,5545073.259,7421938.989,239.6873,05/26/2010 13:49:59
tAuto63412,5545073.021,7421938.329,239.6817,05/26/2010 13:50:00
tAuto63413,5545072.814,7421937.689,239.6868,05/26/2010 13:50:01
tAuto63414,5545072.484,7421937.067,239.6889,05/26/2010 13:50:02
tAuto63415,5545072.152,7421936.485,239.6923,05/26/2010 13:50:03
tAuto63416,5545071.666,7421935.94,239.6903,05/26/2010 13:50:04
tAuto63417,5545071.117,7421935.395,239.6803,05/26/2010 13:50:05
tAuto63418,5545070.539,7421934.77,239.6886,05/26/2010 13:50:06
tAuto63419,5545070.024,7421934.066,239.6855,05/26/2010 13:50:07
tAuto63420,5545069.635,7421933.224,239.6867,05/26/2010 13:50:08
tAuto63421,5545069.523,7421932.446,239.6903,05/26/2010 13:50:09
tAuto63422,5545069.626,7421931.751,239.6909,05/26/2010 13:50:10
tAuto63423,5545069.943,7421931.159,239.6811,05/26/2010 13:50:11
tAuto63424,5545070.351,7421930.707,239.7005,05/26/2010 13:50:12
tAuto63425,5545070.882,7421930.376,239.6879,05/26/2010 13:50:13
tAuto63426,5545071.471,7421930.186,239.7007,05/26/2010 13:50:14
tAuto63427,5545072.122,7421930.096,239.6897,05/26/2010 13:50:15
tAuto63428,5545072.77,7421930.125,239.6953,05/26/2010 13:50:16
tAuto63429,5545073.511,7421930.176,239.6881,05/26/2010 13:50:17
tAuto63430,5545074.282,7421930.267,239.6959,05/26/2010 13:50:18
tAuto63431,5545075.146,7421930.339,239.6894,05/26/2010 13:50:19
tAuto63432,5545076.072,7421930.412,239.6957,05/26/2010 13:50:20
tAuto63433,5545076.999,7421930.445,239.6933,05/26/2010 13:50:21
tAuto63434,5545077.986,7421930.539,239.6984,05/26/2010 13:50:22
tAuto63435,5545079.005,7421930.634,239.6934,05/26/2010 13:50:23
tAuto63436,5545080.054,7421930.729,239.6921,05/26/2010 13:50:24
tAuto63437,5545081.103,7421930.824,239.6868,05/26/2010 13:50:25
tAuto63438,5545082.182,7421930.999,239.6947,05/26/2010 13:50:26
tAuto63439,5545083.293,7421931.094,239.6841,05/26/2010 13:50:27
tAuto63440,5545084.372,7421931.289,239.7039,05/26/2010 13:50:28
tAuto63441,5545085.514,7421931.346,239.674,05/26/2010 13:50:29
tAuto63442,5545086.625,7421931.462,239.6953,05/26/2010 13:50:30
tAuto63443,5545087.798,7421931.538,239.682,05/26/2010 13:50:31
tAuto63444,5545088.971,7421931.595,239.6858,05/26/2010 13:50:32
tAuto63445,5545090.144,7421931.692,239.6838,05/26/2010 13:50:33
tAuto63446,5545091.318,7421931.729,239.6875,05/26/2010 13:50:34
tAuto63447,5545092.522,7421931.826,239.6844,05/26/2010 13:50:35
tAuto63448,5545093.696,7421931.803,239.6933,05/26/2010 13:50:36
tAuto63449,5545094.839,7421931.86,239.692,05/26/2010 13:50:37
tAuto63450,5545095.983,7421931.777,239.6873,05/26/2010 13:50:38
tAuto63451,5545097.127,7421931.754,239.6871,05/26/2010 13:50:39
tAuto63452,5545098.209,7421931.71,239.6933,05/26/2010 13:50:40
tAuto63453,5545099.321,7421931.706,239.6884,05/26/2010 13:50:41
tAuto63454,5545100.435,7421931.603,239.691,05/26/2010 13:50:42
tAuto63455,5545101.517,7421931.619,239.6967,05/26/2010 13:50:43
tAuto63456,5545102.63,7421931.556,239.6876,05/26/2010 13:50:44
tAuto63457,5545103.71,7421931.631,239.6925,05/26/2010 13:50:45
tAuto63458,5545104.792,7421931.627,239.7023,05/26/2010 13:50:46
tAuto63459,5545105.872,7421931.762,239.6923,05/26/2010 13:50:47
tAuto63460,5545106.92,7421931.877,239.6973,05/26/2010 13:50:48
tAuto63461,5545108.000,7421932.032,239.6898,05/26/2010 13:50:49
tAuto63462,5545109.017,7421932.186,239.6884,05/26/2010 13:50:50
tAuto63463,5545110.064,7421932.42,239.6892,05/26/2010 13:50:51
tAuto63464,5545111.05,7421932.634,239.695,05/26/2010 13:50:52
tAuto63465,5545112.065,7421932.987,239.6872,05/26/2010 13:50:53
tAuto63466,5545112.986,7421933.358,239.6961,05/26/2010 13:50:54
tAuto63467,5545113.937,7421933.83,239.6949,05/26/2010 13:50:55
tAuto63468,5545114.826,7421934.36,239.6861,05/26/2010 13:50:56
tAuto63469,5545115.745,7421934.891,239.6914,05/26/2010 13:50:57
tAuto63470,5545116.664,7421935.402,239.6928,05/26/2010 13:50:58
tAuto63471,5545117.584,7421935.913,239.6981,05/26/2010 13:50:59
tAuto63472,5545118.472,7421936.444,239.6914,05/26/2010 13:51:00
tAuto63473,5545119.331,7421936.874,239.6985,05/26/2010 13:51:01
tAuto63474,5545120.161,7421937.165,239.6945,05/26/2010 13:51:02
tAuto63475,5545120.931,7421937.395,239.7037,05/26/2010 13:51:03
tAuto63476,5545121.452,7421937.661,239.702,05/26/2010 13:51:04
tAuto63477,5545121.881,7421937.906,239.6939,05/26/2010 13:51:05
tAuto63478,5545122.217,7421938.17,239.6993,05/26/2010 13:51:06
tAuto63479,5545122.615,7421938.435,239.6963,05/26/2010 13:51:07
tAuto63480,5545123.013,7421938.699,239.7005,05/26/2010 13:51:08
tAuto63481,5545123.379,7421938.983,239.693,05/26/2010 13:51:09
tAuto63482,5545123.809,7421939.188,239.6923,05/26/2010 13:51:10
tAuto63483,5545124.239,7421939.354,239.698,05/26/2010 13:51:11
tAuto63484,5545124.576,7421939.558,239.6962,05/26/2010 13:51:12
tAuto63485,5545124.913,7421939.762,239.6944,05/26/2010 13:51:13
tAuto63486,5545125.219,7421939.945,239.6961,05/26/2010 13:51:14
tAuto63487,5545125.496,7421940.029,239.6954,05/26/2010 13:51:15
tAuto63488,5545125.743,7421940.072,239.6947,05/26/2010 13:51:16
tAuto63489,5545125.959,7421940.115,239.6928,05/26/2010 13:51:17
tAuto63490,5545126.144,7421940.138,239.6945,05/26/2010 13:51:18
tAuto63491,5545126.329,7421940.141,239.6959,05/26/2010 13:51:19
tAuto63492,5545126.484,7421940.083,239.6985,05/26/2010 13:51:20
tAuto63493,5545126.64,7421940.006,239.6944,05/26/2010 13:51:21
tAuto63494,5545126.765,7421939.928,239.6979,05/26/2010 13:51:22
tAuto63495,5545126.827,7421939.889,239.6958,05/26/2010 13:51:23
tAuto63496,5545126.952,7421939.831,239.6942,05/26/2010 13:51:24
