nr,X,Y,H,czas
tAuto62801,5545087.829,7421800.223,239.7065,05/26/2010 13:39:49
tAuto62802,5545086.846,7421799.87,239.6971,05/26/2010 13:39:50
tAuto62803,5545085.893,7421799.518,239.7001,05/26/2010 13:39:51
tAuto62804,5545084.971,7421799.146,239.7092,05/26/2010 13:39:52
tAuto62805,5545084.018,7421798.834,239.7005,05/26/2010 13:39:53
tAuto62806,5545083.064,7421798.581,239.6918,05/26/2010 13:39:54
tAuto62807,5545082.141,7421798.309,239.6936,05/26/2010 13:39:55
tAuto62808,5545081.186,7421798.116,239.7082,05/26/2010 13:39:56
tAuto62809,5545080.262,7421797.884,239.7069,05/26/2010 13:39:57
tAuto62810,5545079.306,7421797.73,239.7001,05/26/2010 13:39:58
tAuto62811,5545078.445,7421797.499,239.7201,05/26/2010 13:39:59
tAuto62812,5545077.521,7421797.266,239.7059,05/26/2010 13:40:00
tAuto62813,5545076.659,7421797.035,239.7083,05/26/2010 13:40:01
tAuto62814,5545075.736,7421796.782,239.6973,05/26/2010 13:40:02
tAuto62815,5545074.874,7421796.551,239.7098,05/26/2010 13:40:03
tAuto62816,5545074.043,7421796.3,239.7007,05/26/2010 13:40:04
tAuto62817,5545073.305,7421796.07,239.7107,05/26/2010 13:40:05
tAuto62818,5545072.567,7421795.801,239.7069,05/26/2010 13:40:06
tAuto62819,5545071.894,7421795.353,239.7012,05/26/2010 13:40:07
tAuto62820,5545071.192,7421794.746,239.7075,05/26/2010 13:40:08
tAuto62821,5545070.458,7421794.218,239.7014,05/26/2010 13:40:09
tAuto62822,5545069.662,7421793.748,239.714,05/26/2010 13:40:10
tAuto62823,5545068.893,7421793.478,239.704,05/26/2010 13:40:11
tAuto62824,5545068.216,7421793.309,239.7044,05/26/2010 13:40:12
tAuto62825,5545067.754,7421793.223,239.7011,05/26/2010 13:40:13
tAuto62826,5545067.476,7421793.159,239.7055,05/26/2010 13:40:14
tAuto62827,5545067.2,7421793.075,239.7066,05/26/2010 13:40:15
tAuto62828,5545066.924,7421792.932,239.714,05/26/2010 13:40:16
tAuto62829,5545066.803,7421792.711,239.7087,05/26/2010 13:40:17
tAuto62830,5545066.622,7421792.43,239.7101,05/26/2010 13:40:18
tAuto62831,5545066.596,7421792.071,239.7057,05/26/2010 13:40:19
tAuto62832,5545066.571,7421791.713,239.6959,05/26/2010 13:40:20
tAuto62833,5545066.577,7421791.295,239.6968,05/26/2010 13:40:21
tAuto62834,5545066.583,7421790.897,239.7025,05/26/2010 13:40:22
tAuto62835,5545066.496,7421790.498,239.7137,05/26/2010 13:40:23
tAuto62836,5545066.377,7421790.138,239.7054,05/26/2010 13:40:24
tAuto62837,5545066.258,7421789.857,239.6951,05/26/2010 13:40:25
tAuto62838,5545066.199,7421789.638,239.6942,05/26/2010 13:40:26
tAuto62839,5545066.171,7421789.458,239.7192,05/26/2010 13:40:27
tAuto62840,5545066.173,7421789.339,239.7268,05/26/2010 13:40:28
tAuto62841,5545066.205,7421789.22,239.717,05/26/2010 13:40:29
tAuto62842,5545066.176,7421789.12,239.7354,05/26/2010 13:40:30
tAuto62843,5545066.146,7421789.02,239.7056,05/26/2010 13:40:31
tAuto62844,5545066.055,7421788.939,239.7236,05/26/2010 13:40:32
tAuto62845,5545065.871,7421788.857,239.7142,05/26/2010 13:40:33
tAuto62846,5545065.687,7421788.774,239.7266,05/26/2010 13:40:34
tAuto62847,5545065.533,7421788.732,239.7143,05/26/2010 13:40:35
tAuto62848,5545065.317,7421788.689,239.7226,05/26/2010 13:40:36
tAuto62849,5545065.163,7421788.647,239.7286,05/26/2010 13:40:37
tAuto62850,5545064.947,7421788.644,239.7291,05/26/2010 13:40:38
tAuto62851,5545064.699,7421788.66,239.7158,05/26/2010 13:40:39
tAuto62852,5545064.452,7421788.697,239.728,05/26/2010 13:40:40
tAuto62853,5545064.173,7421788.732,239.727,05/26/2010 13:40:41
tAuto62854,5545063.956,7421788.769,239.7374,05/26/2010 13:40:42
tAuto62855,5545063.833,7421788.767,239.7307,05/26/2010 13:40:43
tAuto62856,5545063.741,7421788.706,239.7332,05/26/2010 13:40:44
tAuto62857,5545063.711,7421788.646,239.7272,05/26/2010 13:40:45
tAuto62858,5545063.65,7421788.585,239.7367,05/26/2010 13:40:46
tAuto62859,5545063.495,7421788.583,239.7333,05/26/2010 13:40:47
tAuto62860,5545063.403,7421788.582,239.7439,05/26/2010 13:40:48
tAuto62861,5545063.372,7421788.581,239.7359,05/26/2010 13:40:49
tAuto62862,5545063.309,7421788.62,239.7349,05/26/2010 13:40:50
tAuto62863,5545063.276,7421788.759,239.7332,05/26/2010 13:40:51
tAuto62864,5545063.274,7421788.898,239.7357,05/26/2010 13:40:52
tAuto62865,5545063.335,7421789.019,239.7389,05/26/2010 13:40:53
tAuto62866,5545063.363,7421789.158,239.7475,05/26/2010 13:40:54
tAuto62867,5545063.423,7421789.279,239.7343,05/26/2010 13:40:55
tAuto62868,5545063.483,7421789.399,239.7292,05/26/2010 13:40:56
tAuto62869,5545063.544,7421789.499,239.7265,05/26/2010 13:40:57
tAuto62870,5545063.604,7421789.6,239.7352,05/26/2010 13:40:58
tAuto62871,5545063.696,7421789.681,239.7308,05/26/2010 13:40:59
tAuto62872,5545063.756,7421789.761,239.7425,05/26/2010 13:41:00
tAuto62873,5545063.817,7421789.842,239.7362,05/26/2010 13:41:01
tAuto62874,5545063.878,7421789.922,239.7432,05/26/2010 13:41:02
tAuto62875,5545063.938,7421790.003,239.7409,05/26/2010 13:41:03
tAuto62876,5545064.03,7421790.084,239.7282,05/26/2010 13:41:04
tAuto62877,5545064.091,7421790.144,239.7276,05/26/2010 13:41:05
tAuto62878,5545064.182,7421790.205,239.7382,05/26/2010 13:41:06
tAuto62879,5545064.243,7421790.286,239.7341,05/26/2010 13:41:07
tAuto62880,5545064.335,7421790.327,239.7397,05/26/2010 13:41:08
tAuto62881,5545064.396,7421790.387,239.7313,05/26/2010 13:41:09
tAuto62882,5545064.488,7421790.448,239.7255,05/26/2010 13:41:10
tAuto62883,5545064.549,7421790.489,239.7372,05/26/2010 13:41:11
tAuto62884,5545064.641,7421790.53,239.7381,05/26/2010 13:41:12
tAuto62885,5545064.733,7421790.571,239.7312,05/26/2010 13:41:13
tAuto62886,5545064.794,7421790.612,239.7341,05/26/2010 13:41:14
tAuto62887,5545064.887,7421790.653,239.7395,05/26/2010 13:41:15
tAuto62888,5545064.948,7421790.694,239.7386,05/26/2010 13:41:16
tAuto62889,5545065.04,7421790.715,239.7291,05/26/2010 13:41:17
tAuto62890,5545065.101,7421790.756,239.7208,05/26/2010 13:41:18
tAuto62891,5545065.193,7421790.797,239.7232,05/26/2010 13:41:19
tAuto62892,5545065.286,7421790.798,239.7283,05/26/2010 13:41:20
tAuto62893,5545065.16,7421790.956,239.712,05/26/2010 13:41:21
tAuto62894,5545065.157,7421791.195,239.735,05/26/2010 13:41:22
tAuto62895,5545065.089,7421791.572,239.7405,05/26/2010 13:41:23
tAuto62896,5545065.144,7421792.05,239.73,05/26/2010 13:41:24
tAuto62897,5545065.166,7421792.687,239.701,05/26/2010 13:41:25
tAuto62898,5545065.187,7421793.384,239.7288,05/26/2010 13:41:26
tAuto62899,5545065.298,7421794.202,239.6974,05/26/2010 13:41:27
tAuto62900,5545065.348,7421794.999,239.7212,05/26/2010 13:41:28
tAuto62901,5545065.489,7421795.936,239.6942,05/26/2010 13:41:29
tAuto62902,5545065.568,7421796.893,239.7185,05/26/2010 13:41:30
tAuto62903,5545065.738,7421797.91,239.7137,05/26/2010 13:41:31
tAuto62904,5545065.94,7421798.928,239.6962,05/26/2010 13:41:32
tAuto62905,5545066.079,7421800.005,239.7074,05/26/2010 13:41:33
tAuto62906,5545066.279,7421801.103,239.7104,05/26/2010 13:41:34
tAuto62907,5545066.417,7421802.219,239.7064,05/26/2010 13:41:35
tAuto62908,5545066.648,7421803.337,239.7162,05/26/2010 13:41:36
tAuto62909,5545066.942,7421804.396,239.7023,05/26/2010 13:41:37
tAuto62910,5545067.267,7421805.396,239.7081,05/26/2010 13:41:38
tAuto62911,5545067.53,7421806.435,239.7073,05/26/2010 13:41:39
tAuto62912,5545067.854,7421807.494,239.7012,05/26/2010 13:41:40
tAuto62913,5545068.086,7421808.553,239.7112,05/26/2010 13:41:41
tAuto62914,5545068.379,7421809.651,239.7049,05/26/2010 13:41:42
tAuto62915,5545068.641,7421810.75,239.71,05/26/2010 13:41:43
tAuto62916,5545068.81,7421811.867,239.7097,05/26/2010 13:41:44
tAuto62917,5545069.01,7421813.004,239.7179,05/26/2010 13:41:45
tAuto62918,5545069.209,7421814.142,239.6936,05/26/2010 13:41:46
tAuto62919,5545069.317,7421815.258,239.7114,05/26/2010 13:41:47
tAuto62920,5545069.424,7421816.394,239.7034,05/26/2010 13:41:48
tAuto62921,5545069.439,7421817.489,239.7161,05/26/2010 13:41:49
tAuto62922,5545069.391,7421818.642,239.6815,05/26/2010 13:41:50
tAuto62923,5545069.282,7421819.755,239.7047,05/26/2010 13:41:51
tAuto62924,5545069.172,7421820.968,239.6843,05/26/2010 13:41:52
tAuto62925,5545069.032,7421822.08,239.7141,05/26/2010 13:41:53
tAuto62926,5545068.952,7421823.333,239.695,05/26/2010 13:41:54
tAuto62927,5545068.873,7421824.486,239.7175,05/26/2010 13:41:55
tAuto62928,5545068.917,7421825.721,239.7046,05/26/2010 13:41:56
tAuto62929,5545068.961,7421826.915,239.7121,05/26/2010 13:41:57
tAuto62930,5545068.974,7421828.169,239.6934,05/26/2010 13:41:58
tAuto62931,5545069.049,7421829.345,239.7142,05/26/2010 13:41:59
tAuto62932,5545069.061,7421830.658,239.7076,05/26/2010 13:42:00
tAuto62933,5545069.229,7421831.855,239.7063,05/26/2010 13:42:01
tAuto62934,5545069.396,7421833.091,239.7087,05/26/2010 13:42:02
tAuto62935,5545069.596,7421834.209,239.7167,05/26/2010 13:42:03
tAuto62936,5545069.919,7421835.368,239.7041,05/26/2010 13:42:04
tAuto62937,5545070.275,7421836.428,239.7072,05/26/2010 13:42:05
tAuto62938,5545070.63,7421837.488,239.7134,05/26/2010 13:42:06
tAuto62939,5545071.048,7421838.509,239.7028,05/26/2010 13:42:07
tAuto62940,5545071.466,7421839.49,239.7181,05/26/2010 13:42:08
tAuto62941,5545071.823,7421840.451,239.7136,05/26/2010 13:42:09
tAuto62942,5545072.211,7421841.392,239.7174,05/26/2010 13:42:10
tAuto62943,5545072.475,7421842.331,239.7041,05/26/2010 13:42:11
tAuto62944,5545072.832,7421843.292,239.7122,05/26/2010 13:42:12
tAuto62945,5545073.065,7421844.251,239.7184,05/26/2010 13:42:13
tAuto62946,5545073.422,7421845.231,239.7041,05/26/2010 13:42:14
tAuto62947,5545073.717,7421846.191,239.7217,05/26/2010 13:42:15
tAuto62948,5545074.041,7421847.23,239.6839,05/26/2010 13:42:16
tAuto62949,5545074.305,7421848.229,239.7122,05/26/2010 13:42:17
tAuto62950,5545074.598,7421849.308,239.6887,05/26/2010 13:42:18
tAuto62951,5545074.861,7421850.327,239.7097,05/26/2010 13:42:19
tAuto62952,5545075.124,7421851.366,239.6833,05/26/2010 13:42:20
tAuto62953,5545075.387,7421852.424,239.7148,05/26/2010 13:42:21
tAuto62954,5545075.62,7421853.423,239.7053,05/26/2010 13:42:22
tAuto62955,5545075.821,7421854.461,239.6969,05/26/2010 13:42:23
tAuto62956,5545075.961,7421855.418,239.7065,05/26/2010 13:42:24
tAuto62957,5545075.917,7421856.333,239.6929,05/26/2010 13:42:25
tAuto62958,5545075.936,7421857.169,239.6934,05/26/2010 13:42:26
tAuto62959,5545075.768,7421858.043,239.6958,05/26/2010 13:42:27
tAuto62960,5545075.694,7421858.897,239.7022,05/26/2010 13:42:28
tAuto62961,5545075.526,7421859.81,239.6907,05/26/2010 13:42:29
tAuto62962,5545075.39,7421860.704,239.7045,05/26/2010 13:42:30
tAuto62963,5545075.19,7421861.656,239.6962,05/26/2010 13:42:31
tAuto62964,5545075.084,7421862.59,239.7114,05/26/2010 13:42:32
tAuto62965,5545074.915,7421863.603,239.7008,05/26/2010 13:42:33
tAuto62966,5545074.869,7421864.597,239.7081,05/26/2010 13:42:34
tAuto62967,5545074.762,7421865.631,239.7001,05/26/2010 13:42:35
tAuto62968,5545074.716,7421866.645,239.7138,05/26/2010 13:42:36
tAuto62969,5545074.607,7421867.718,239.7036,05/26/2010 13:42:37
tAuto62970,5545074.561,7421868.772,239.712,05/26/2010 13:42:38
tAuto62971,5545074.453,7421869.825,239.7,05/26/2010 13:42:39
tAuto62972,5545074.376,7421870.879,239.7129,05/26/2010 13:42:40
tAuto62973,5545074.268,7421871.913,239.7067,05/26/2010 13:42:41
tAuto62974,5545074.253,7421872.967,239.7082,05/26/2010 13:42:42
tAuto62975,5545074.175,7421874.041,239.6995,05/26/2010 13:42:43
tAuto62976,5545074.221,7421875.116,239.7087,05/26/2010 13:42:44
tAuto62977,5545074.144,7421876.19,239.7039,05/26/2010 13:42:45
tAuto62978,5545074.252,7421877.286,239.6993,05/26/2010 13:42:46
tAuto62979,5545074.235,7421878.42,239.7142,05/26/2010 13:42:47
tAuto62980,5545074.281,7421879.515,239.7121,05/26/2010 13:42:48
tAuto62981,5545074.387,7421880.711,239.6921,05/26/2010 13:42:49
tAuto62982,5545074.526,7421881.808,239.7134,05/26/2010 13:42:50
tAuto62983,5545074.663,7421883.004,239.6931,05/26/2010 13:42:51
tAuto62984,5545074.955,7421884.123,239.6975,05/26/2010 13:42:52
tAuto62985,5545075.248,7421885.261,239.7023,05/26/2010 13:42:53
tAuto62986,5545075.634,7421886.342,239.7077,05/26/2010 13:42:54
tAuto62987,5545075.988,7421887.461,239.6919,05/26/2010 13:42:55
tAuto62988,5545076.374,7421888.522,239.7232,05/26/2010 13:42:56
tAuto62989,5545076.728,7421889.681,239.6918,05/26/2010 13:42:57
tAuto62990,5545077.114,7421890.742,239.7148,05/26/2010 13:42:58
tAuto62991,5545077.468,7421891.921,239.7021,05/26/2010 13:42:59
tAuto62992,5545077.854,7421893.002,239.7098,05/26/2010 13:43:00
tAuto62993,5545078.177,7421894.181,239.7141,05/26/2010 13:43:01
tAuto62994,5545078.531,7421895.32,239.7017,05/26/2010 13:43:02
tAuto62995,5545078.823,7421896.479,239.7142,05/26/2010 13:43:03
tAuto62996,5545079.208,7421897.639,239.7063,05/26/2010 13:43:04
tAuto62997,5545079.469,7421898.817,239.7104,05/26/2010 13:43:05
tAuto62998,5545079.792,7421899.976,239.6994,05/26/2010 13:43:06
tAuto62999,5545079.99,7421901.173,239.7018,05/26/2010 13:43:07
tAuto63000,5545080.19,7421902.33,239.6996,05/26/2010 13:43:08
tAuto63001,5545080.234,7421903.545,239.6978,05/26/2010 13:43:09
tAuto63002,5545080.341,7421904.681,239.6992,05/26/2010 13:43:10
tAuto63003,5545080.354,7421905.875,239.699,05/26/2010 13:43:11
tAuto63004,5545080.4,7421907.01,239.6997,05/26/2010 13:43:12
tAuto63005,5545080.383,7421908.184,239.6915,05/26/2010 13:43:13
tAuto63006,5545080.428,7421909.299,239.6982,05/26/2010 13:43:14
tAuto63007,5545080.411,7421910.454,239.6987,05/26/2010 13:43:15
tAuto63008,5545080.426,7421911.568,239.7047,05/26/2010 13:43:16
tAuto63009,5545080.564,7421912.725,239.6986,05/26/2010 13:43:17
tAuto63010,5545080.671,7421913.821,239.7069,05/26/2010 13:43:18
tAuto63011,5545080.902,7421914.979,239.6961,05/26/2010 13:43:19
tAuto63012,5545081.071,7421916.096,239.7144,05/26/2010 13:43:20
tAuto63013,5545081.301,7421917.253,239.6863,05/26/2010 13:43:21
tAuto63014,5545081.532,7421918.371,239.7052,05/26/2010 13:43:22
tAuto63015,5545081.793,7421919.529,239.6909,05/26/2010 13:43:23
tAuto63016,5545082.086,7421920.608,239.6966,05/26/2010 13:43:24
tAuto63017,5545082.378,7421921.787,239.6941,05/26/2010 13:43:25
tAuto63018,5545082.702,7421922.866,239.6978,05/26/2010 13:43:26
tAuto63019,5545083.057,7421924.006,239.6944,05/26/2010 13:43:27
tAuto63020,5545083.473,7421925.087,239.7105,05/26/2010 13:43:28
tAuto63021,5545083.859,7421926.187,239.6965,05/26/2010 13:43:29
tAuto63022,5545084.276,7421927.248,239.7023,05/26/2010 13:43:30
tAuto63023,5545084.662,7421928.348,239.6912,05/26/2010 13:43:31
tAuto63024,5545085.079,7421929.429,239.7031,05/26/2010 13:43:32
tAuto63025,5545085.433,7421930.529,239.6986,05/26/2010 13:43:33
tAuto63026,5545085.881,7421931.61,239.6952,05/26/2010 13:43:34
tAuto63027,5545086.267,7421932.71,239.7036,05/26/2010 13:43:35
tAuto63028,5545086.715,7421933.752,239.71,05/26/2010 13:43:36
tAuto63029,5545087.133,7421934.753,239.7032,05/26/2010 13:43:37
tAuto63030,5545087.519,7421935.833,239.6964,05/26/2010 13:43:38
tAuto63031,5545087.875,7421936.833,239.7115,05/26/2010 13:43:39
tAuto63032,5545088.199,7421937.953,239.69,05/26/2010 13:43:40
tAuto63033,5545088.493,7421938.972,239.7151,05/26/2010 13:43:41
tAuto63034,5545088.723,7421940.13,239.6896,05/26/2010 13:43:42
tAuto63035,5545089.017,7421941.189,239.7024,05/26/2010 13:43:43
tAuto63036,5545089.186,7421942.346,239.695,05/26/2010 13:43:44
tAuto63037,5545089.386,7421943.443,239.6953,05/26/2010 13:43:45
tAuto63038,5545089.618,7421944.501,239.7071,05/26/2010 13:43:46
tAuto63039,5545089.881,7421945.5,239.704,05/26/2010 13:43:47
tAuto63040,5545090.145,7421946.479,239.6882,05/26/2010 13:43:48
tAuto63041,5545090.409,7421947.439,239.6864,05/26/2010 13:43:49
tAuto63042,5545090.643,7421948.338,239.691,05/26/2010 13:43:50
tAuto63043,5545090.692,7421949.194,239.6967,05/26/2010 13:43:51
tAuto63044,5545090.618,7421950.089,239.6941,05/26/2010 13:43:52
tAuto63045,5545090.512,7421951.003,239.7039,05/26/2010 13:43:53
tAuto63046,5545090.282,7421951.935,239.6913,05/26/2010 13:43:54
tAuto63047,5545090.144,7421952.888,239.6983,05/26/2010 13:43:55
tAuto63048,5545089.945,7421953.84,239.7012,05/26/2010 13:43:56
tAuto63049,5545089.839,7421954.774,239.7045,05/26/2010 13:43:57
tAuto63050,5545089.887,7421955.69,239.704,05/26/2010 13:43:58
tAuto63051,5545089.936,7421956.547,239.6913,05/26/2010 13:43:59
tAuto63052,5545089.985,7421957.443,239.6979,05/26/2010 13:44:00
tAuto63053,5545090.066,7421958.28,239.6935,05/26/2010 13:44:01
tAuto63054,5545090.239,7421959.079,239.6947,05/26/2010 13:44:02
tAuto63055,5545090.443,7421959.938,239.7008,05/26/2010 13:44:03
tAuto63056,5545090.74,7421960.758,239.6988,05/26/2010 13:44:04
tAuto63057,5545091.005,7421961.677,239.6949,05/26/2010 13:44:05
tAuto63058,5545091.332,7421962.538,239.6978,05/26/2010 13:44:06
tAuto63059,5545091.753,7421963.36,239.6934,05/26/2010 13:44:07
tAuto63060,5545092.267,7421964.104,239.686,05/26/2010 13:44:08
tAuto63061,5545092.813,7421964.808,239.6974,05/26/2010 13:44:09
tAuto63062,5545093.359,7421965.533,239.7077,05/26/2010 13:44:10
tAuto63063,5545093.936,7421966.238,239.707,05/26/2010 13:44:11
tAuto63064,5545094.45,7421967.022,239.6966,05/26/2010 13:44:12
tAuto63065,5545094.995,7421967.766,239.6977,05/26/2010 13:44:13
tAuto63066,5545095.54,7421968.55,239.6995,05/26/2010 13:44:14
tAuto63067,5545096.054,7421969.334,239.6963,05/26/2010 13:44:15
tAuto63068,5545096.567,7421970.137,239.7027,05/26/2010 13:44:16
tAuto63069,5545096.988,7421970.959,239.7113,05/26/2010 13:44:17
tAuto63070,5545097.47,7421971.802,239.7096,05/26/2010 13:44:18
tAuto63071,5545097.829,7421972.643,239.7206,05/26/2010 13:44:19
tAuto63072,5545098.218,7421973.505,239.7251,05/26/2010 13:44:20
tAuto63073,5545098.545,7421974.405,239.7404,05/26/2010 13:44:21
tAuto63074,5545098.871,7421975.306,239.7537,05/26/2010 13:44:22
tAuto63075,5545099.167,7421976.206,239.7637,05/26/2010 13:44:23
tAuto63076,5545099.371,7421977.084,239.7756,05/26/2010 13:44:24
tAuto63077,5545099.667,7421977.964,239.7862,05/26/2010 13:44:25
tAuto63078,5545099.87,7421978.843,239.802,05/26/2010 13:44:26
tAuto63079,5545100.105,7421979.682,239.6964,05/26/2010 13:44:27
tAuto63080,5545100.34,7421980.541,239.6918,05/26/2010 13:44:28
tAuto63081,5545100.544,7421981.36,239.6891,05/26/2010 13:44:29
tAuto63082,5545100.811,7421982.18,239.6892,05/26/2010 13:44:30
tAuto63083,5545101.046,7421982.98,239.686,05/26/2010 13:44:31
tAuto63084,5545101.313,7421983.72,239.6902,05/26/2010 13:44:32
tAuto63085,5545101.459,7421984.319,239.6952,05/26/2010 13:44:33
tAuto63086,5545101.545,7421984.818,239.6915,05/26/2010 13:44:34
tAuto63087,5545101.662,7421985.218,239.6844,05/26/2010 13:44:35
tAuto63088,5545101.75,7421985.577,239.6899,05/26/2010 13:44:36
tAuto63089,5545101.93,7421985.938,239.6941,05/26/2010 13:44:37
tAuto63090,5545102.048,7421986.298,239.6922,05/26/2010 13:44:38
tAuto63091,5545102.167,7421986.638,239.7001,05/26/2010 13:44:39
tAuto63092,5545102.285,7421987.038,239.6868,05/26/2010 13:44:40
tAuto63093,5545102.31,7421987.436,239.7016,05/26/2010 13:44:41
tAuto63094,5545102.396,7421987.876,239.6936,05/26/2010 13:44:42
tAuto63095,5545102.328,7421988.332,239.7027,05/26/2010 13:44:43
tAuto63096,5545102.29,7421988.809,239.6958,05/26/2010 13:44:44
tAuto63097,5545102.284,7421989.247,239.6989,05/26/2010 13:44:45
tAuto63098,5545102.278,7421989.645,239.6954,05/26/2010 13:44:46
tAuto63099,5545102.334,7421990.024,239.7003,05/26/2010 13:44:47
tAuto63100,5545102.329,7421990.382,239.7035,05/26/2010 13:44:48
tAuto63101,5545102.293,7421990.7,239.6919,05/26/2010 13:44:49
tAuto63102,5545102.227,7421990.998,239.6962,05/26/2010 13:44:50
tAuto63103,5545102.13,7421991.295,239.6932,05/26/2010 13:44:51
tAuto63104,5545102.033,7421991.572,239.71,05/26/2010 13:44:52
tAuto63105,5545102.06,7421991.851,239.7076,05/26/2010 13:44:53
tAuto63106,5545102.15,7421992.071,239.709,05/26/2010 13:44:54
tAuto63107,5545102.27,7421992.312,239.7153,05/26/2010 13:44:55
tAuto63108,5545102.329,7421992.472,239.7182,05/26/2010 13:44:56
tAuto63109,5545102.297,7421992.531,239.7295,05/26/2010 13:44:57
tAuto63110,5545102.205,7421992.49,239.7342,05/26/2010 13:44:58
tAuto63111,5545102.144,7421992.449,239.6964,05/26/2010 13:44:59
tAuto63112,5545102.114,7421992.389,239.7023,05/26/2010 13:45:00
tAuto63113,5545102.145,7421992.39,239.7081,05/26/2010 13:45:01
tAuto63114,5545102.145,7421992.37,239.7074,05/26/2010 13:45:02
tAuto63115,5545102.207,7421992.351,239.6968,05/26/2010 13:45:03
tAuto63116,5545102.207,7421992.371,239.7002,05/26/2010 13:45:04
tAuto63117,5545102.269,7421992.372,239.7018,05/26/2010 13:45:05
tAuto63118,5545102.3,7421992.372,239.7259,05/26/2010 13:45:06
tAuto63119,5545102.361,7421992.393,239.7179,05/26/2010 13:45:07
tAuto63120,5545102.392,7421992.413,239.703,05/26/2010 13:45:08
tAuto63121,5545102.391,7421992.453,239.7133,05/26/2010 13:45:09
tAuto63122,5545102.36,7421992.453,239.7181,05/26/2010 13:45:10
tAuto63123,5545102.423,7421992.434,239.7122,05/26/2010 13:45:11
tAuto63124,5545102.453,7421992.434,239.7172,05/26/2010 13:45:12
tAuto63125,5545102.453,7421992.434,239.7229,05/26/2010 13:45:13
tAuto63126,5545102.454,7421992.414,239.7023,05/26/2010 13:45:14
tAuto63127,5545102.423,7421992.414,239.7187,05/26/2010 13:45:15
tAuto63128,5545102.361,7421992.413,239.7091,05/26/2010 13:45:16
tAuto63129,5545102.269,7421992.372,239.7349,05/26/2010 13:45:17
tAuto63130,5545102.238,7421992.351,239.7302,05/26/2010 13:45:18
tAuto63131,5545102.207,7421992.351,239.7356,05/26/2010 13:45:19
tAuto63132,5545102.238,7421992.351,239.7166,05/26/2010 13:45:20
tAuto63133,5545102.269,7421992.332,239.7323,05/26/2010 13:45:21
tAuto63134,5545102.3,7421992.332,239.7207,05/26/2010 13:45:22
tAuto63135,5545102.3,7421992.332,239.7233,05/26/2010 13:45:23
tAuto63136,5545102.331,7421992.353,239.7223,05/26/2010 13:45:24
tAuto63137,5545102.392,7421992.373,239.7204,05/26/2010 13:45:25
tAuto63138,5545102.423,7421992.414,239.7075,05/26/2010 13:45:26
tAuto63139,5545102.422,7421992.453,239.7247,05/26/2010 13:45:27
tAuto63140,5545102.452,7421992.514,239.716,05/26/2010 13:45:28
tAuto63141,5545102.482,7421992.594,239.7202,05/26/2010 13:45:29
tAuto63142,5545102.543,7421992.654,239.7622,05/26/2010 13:45:30
tAuto63143,5545102.543,7421992.674,239.7635,05/26/2010 13:45:31
tAuto63144,5545102.481,7421992.633,239.7341,05/26/2010 13:45:32
tAuto63145,5545102.421,7421992.553,239.7128,05/26/2010 13:45:33
tAuto63146,5545102.359,7421992.532,239.7142,05/26/2010 13:45:34
tAuto63147,5545102.298,7421992.511,239.7282,05/26/2010 13:45:35
tAuto63148,5545102.267,7421992.471,239.7125,05/26/2010 13:45:36
tAuto63149,5545102.237,7421992.411,239.731,05/26/2010 13:45:37
tAuto63150,5545102.207,7421992.391,239.7264,05/26/2010 13:45:38
tAuto63151,5545102.207,7421992.371,239.7327,05/26/2010 13:45:39
tAuto63152,5545102.207,7421992.371,239.7132,05/26/2010 13:45:40
tAuto63153,5545102.207,7421992.371,239.72,05/26/2010 13:45:41
tAuto63154,5545102.207,7421992.371,239.7223,05/26/2010 13:45:42
tAuto63155,5545102.238,7421992.371,239.7247,05/26/2010 13:45:43
tAuto63156,5545102.207,7421992.371,239.7221,05/26/2010 13:45:44
tAuto63157,5545102.207,7421992.371,239.7232,05/26/2010 13:45:45
tAuto63158,5545102.207,7421992.371,239.7238,05/26/2010 13:45:46
tAuto63159,5545102.207,7421992.371,239.724,05/26/2010 13:45:47
tAuto63160,5545102.207,7421992.371,239.7185,05/26/2010 13:45:48
tAuto63161,5545102.207,7421992.371,239.726,05/26/2010 13:45:49
tAuto63162,5545102.207,7421992.371,239.7235,05/26/2010 13:45:50
tAuto63163,5545102.207,7421992.371,239.7267,05/26/2010 13:45:51
tAuto63164,5545102.207,7421992.351,239.725,05/26/2010 13:45:52
tAuto63165,5545102.269,7421992.352,239.7168,05/26/2010 13:45:53
tAuto63166,5545102.269,7421992.332,239.7116,05/26/2010 13:45:54
tAuto63167,5545102.269,7421992.332,239.7037,05/26/2010 13:45:55
tAuto63168,5545102.27,7421992.312,239.694,05/26/2010 13:45:56
tAuto63169,5545102.239,7421992.292,239.7056,05/26/2010 13:45:57
tAuto63170,5545102.239,7421992.272,239.7066,05/26/2010 13:45:58
tAuto63171,5545102.239,7421992.272,239.7016,05/26/2010 13:45:59
tAuto63172,5545102.27,7421992.272,239.7059,05/26/2010 13:46:00
tAuto63173,5545102.27,7421992.272,239.697,05/26/2010 13:46:01
tAuto63174,5545102.27,7421992.272,239.6986,05/26/2010 13:46:02
tAuto63175,5545102.27,7421992.272,239.6901,05/26/2010 13:46:03
tAuto63176,5545102.301,7421992.273,239.6974,05/26/2010 13:46:04
tAuto63177,5545102.301,7421992.273,239.6913,05/26/2010 13:46:05
tAuto63178,5545102.301,7421992.273,239.6982,05/26/2010 13:46:06
tAuto63179,5545102.302,7421992.253,239.7032,05/26/2010 13:46:07
